No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
1689,Steamed Special Turkey Slices,Protein,1 piece,100.25,6.2,10.3,1.71,124.3,1,0,0,0,0,0.75,Synthetic
1690,Pickled Classic Egg Omelette,Protein,1 medium chicken thigh,93.66,29.51,9.03,0.89,202.9,0,0,0,0,0,0.0,Synthetic
1691,Reduced-Fat Premium Mackerel Fillet,Protein,1/2 small chicken breast,73.01,20.89,2.45,0.0,105.6,1,0,1,0,0,0.75,Synthetic
1692,Natural Bahraini Beef Strips,Protein,Palm-sized portion,61.09,12.62,7.84,0.88,124.6,0,0,0,0,1,0.25,Synthetic
1693,Grilled Original Chickpeas,Protein,1 egg,122.27,16.55,17.84,2.42,236.4,0,0,0,0,1,0.75,Synthetic
1694,Extra-Virgin Heritage Black Beans,Protein,1 egg,119.59,21.93,2.64,2.33,120.8,1,0,0,0,1,0.75,Synthetic
1695,Herb-Infused Classic Mackerel Fillet,Protein,1 piece,136.63,23.96,1.25,2.86,118.5,0,0,0,0,0,1.0,Synthetic
1696,Seasonal Heritage Beef Steak,Protein,Palm-sized portion,95.61,24.38,11.82,0.0,203.9,0,0,0,0,1,0.0,Synthetic
1697,Extra-Virgin Variety Salmon Fillet,Protein,1 medium chicken thigh,84.44,13.84,1.03,0.0,64.6,0,0,0,0,1,0.5,Synthetic
1698,Whipped Classic Lentils,Protein,Palm-sized portion,138.88,17.84,6.33,0.0,128.3,0,0,0,0,1,0.0,Synthetic
1699,Local Farm-Fresh Lentils,Protein,1 piece,75.49,15.89,5.25,2.89,122.4,0,0,1,0,0,1.0,Synthetic
1700,Fortified Style Chicken Breast,Protein,1 piece,79.59,11.34,4.02,1.54,87.7,1,0,0,0,1,1.0,Synthetic
1701,Local Style Turkey Slices,Protein,1 medium chicken thigh,108.98,12.69,16.11,1.88,203.3,1,0,0,0,0,0.75,Synthetic
1702,Pickled Mix White Beans,Protein,1 medium chicken thigh,112.22,12.64,0.5,0.0,55.1,0,0,0,0,1,0.25,Synthetic
1703,Steamed Bahraini Tofu,Protein,Palm-sized portion,119.11,31.0,6.48,1.62,188.8,1,0,0,0,0,0.5,Synthetic
1704,Extra-Virgin Mix Lentils,Protein,1 medium chicken thigh,64.41,16.04,4.21,0.28,103.2,1,0,0,0,0,0.5,Synthetic
1705,Reduced-Fat Special Mackerel Fillet,Protein,1 piece,78.71,20.54,6.22,0.96,142.0,0,0,1,0,1,0.75,Synthetic
1706,Pickled Classic Turkey Slices,Protein,1 piece,71.49,15.86,8.14,2.72,147.6,1,0,0,0,1,0.5,Synthetic
1707,Sun-Dried Selection Tofu,Protein,1 medium chicken thigh,89.61,19.73,8.13,2.4,161.7,0,0,1,0,1,0.75,Synthetic
1708,Lightly-Salted Heritage Beef Steak,Protein,1/2 small chicken breast,90.04,2.62,5.23,1.63,64.1,0,0,0,0,1,0.5,Synthetic
1709,Natural Bahraini Chickpeas,Protein,1 piece,114.03,11.34,3.77,1.9,86.9,0,0,0,0,1,0.25,Synthetic
1710,Zero-Fat Blend Salmon Fillet,Protein,Palm-sized portion,92.52,7.72,7.79,0.0,101.0,0,0,1,0,1,0.5,Synthetic
1711,Spiced Farm-Fresh White Beans,Protein,1 piece,94.49,13.81,0.5,0.0,59.7,0,0,1,0,0,0.5,Synthetic
1712,Fresh Bahraini Beef Strips,Protein,1 piece,90.18,8.81,5.73,1.71,93.7,0,0,0,0,1,0.25,Synthetic
1713,Spiced Medley Turkey Slices,Protein,1/2 small chicken breast,102.06,11.23,1.62,1.17,64.2,0,0,0,0,0,0.5,Synthetic
1714,Spiced Gourmet Tempeh,Protein,1 piece,118.87,1.62,7.54,2.83,85.7,1,0,0,0,0,0.25,Synthetic
1715,Raw Wild Tofu,Protein,1 medium chicken thigh,88.67,20.01,2.27,0.0,100.5,0,0,0,0,0,0.25,Synthetic
1716,Steamed Original Tempeh,Protein,1 medium chicken thigh,117.04,7.19,9.23,0.0,111.8,0,0,0,0,0,0.25,Synthetic
1717,Extra-Virgin Heritage Egg Omelette,Protein,1/2 small chicken breast,109.52,28.42,10.21,0.0,205.6,0,0,0,0,1,0.5,Synthetic
1718,Unsalted Special Lentils,Protein,1/2 small chicken breast,69.51,18.88,4.37,0.0,114.8,0,0,0,0,1,0.25,Synthetic
1719,Unsalted Mix Chickpeas,Protein,1 piece,117.03,21.82,9.99,0.0,177.2,1,0,0,0,0,0.75,Synthetic
1720,Roasted Blend Tofu,Protein,1/2 small chicken breast,107.86,4.61,7.18,0.0,83.1,0,0,0,0,0,0.0,Synthetic
1721,Steamed Traditional Egg Omelette,Protein,1 egg,83.2,15.66,12.82,1.56,184.3,1,0,1,0,0,0.75,Synthetic
1722,Cold-Pressed Variety Beef Strips,Protein,1 piece,74.05,18.4,10.57,0.0,168.7,1,0,0,0,1,0.0,Synthetic
1723,Seasonal Farm-Fresh Edamame,Protein,1 piece,104.35,25.59,2.19,0.0,122.1,0,0,0,0,1,0.5,Synthetic
1724,Homemade Selection Chickpeas,Protein,1 medium chicken thigh,97.22,25.87,1.68,0.0,118.6,1,0,1,0,1,0.75,Synthetic
1725,Dried Blend Salmon Fillet,Protein,Palm-sized portion,97.55,21.36,6.98,0.95,152.1,0,0,0,0,0,1.0,Synthetic
1726,Pickled Premium Edamame,Protein,1 medium chicken thigh,48.97,11.12,4.21,0.0,82.4,1,0,0,0,1,0.25,Synthetic
1727,Raw Garden Tempeh,Protein,1 medium chicken thigh,66.12,13.06,6.69,5.68,135.2,0,0,0,0,0,0.5,Synthetic
1728,Pickled Blend White Beans,Protein,1 medium chicken thigh,89.46,31.0,9.64,0.0,210.8,1,0,0,0,1,0.5,Synthetic
1729,Roasted Variety Turkey Slices,Protein,Palm-sized portion,61.2,7.29,12.02,1.73,144.3,0,0,0,0,1,0.0,Synthetic
1730,Lightly-Salted Variety Shrimp,Protein,1/2 small chicken breast,67.44,12.59,8.23,0.57,126.7,0,0,0,0,1,0.0,Synthetic
1731,Natural Medley Beef Strips,Protein,1 medium chicken thigh,80.46,12.84,9.97,0.0,141.1,1,0,0,0,0,0.5,Synthetic
1732,Unsalted Traditional Mackerel Fillet,Protein,Palm-sized portion,16.66,10.74,4.27,0.82,84.7,0,0,0,0,0,0.5,Synthetic
1733,Spiced Traditional Tofu,Protein,1/2 small chicken breast,60.59,10.27,7.07,0.49,106.7,0,0,1,0,0,0.5,Synthetic
1734,Whole Mix Cod Fillet,Protein,Palm-sized portion,103.46,16.22,8.92,4.55,163.4,0,0,0,0,1,0.0,Synthetic
1735,Unsalted Medley Pork Tenderloin,Protein,Palm-sized portion,115.58,10.64,0.5,2.88,58.6,0,0,0,0,1,0.5,Synthetic
1736,Grilled Original Black Beans,Protein,1 piece,77.22,21.81,0.56,0.12,92.8,0,0,1,0,0,0.75,Synthetic
1737,Spiced Garden Shrimp,Protein,1 medium chicken thigh,80.8,1.2,8.98,3.26,98.7,1,0,0,0,0,1.0,Synthetic
1738,Steamed Special Lentils,Protein,Palm-sized portion,128.34,11.9,5.85,0.53,102.4,1,0,0,0,1,0.75,Synthetic
1739,Roasted Original Tofu,Protein,1/2 small chicken breast,95.77,17.47,3.46,2.99,113.0,0,0,0,0,1,0.0,Synthetic
1740,Low-Fat Style Sardines,Protein,1/2 small chicken breast,91.77,31.0,6.53,0.0,182.8,1,0,0,0,1,0.5,Synthetic
1741,Marinated Wild Tempeh,Protein,1 medium chicken thigh,74.63,21.27,1.49,2.84,109.8,1,0,0,0,0,0.75,Synthetic
1742,High-Protein Premium Beef Strips,Protein,1 egg,74.88,20.11,8.61,0.09,158.3,0,0,0,0,1,0.25,Synthetic
1743,Grilled Style Tofu,Protein,1 egg,81.08,14.65,8.43,1.02,138.6,1,0,0,0,0,1.0,Synthetic
1744,Cold-Pressed Premium Black Beans,Protein,1 egg,91.15,12.84,0.5,0.0,55.9,0,0,1,0,1,0.25,Synthetic
1745,Dried Medley Beef Steak,Protein,1 piece,144.0,7.06,4.59,2.5,79.5,0,0,0,0,1,0.25,Synthetic
1746,Unsalted Bahraini Tuna Fillet,Protein,1 piece,63.97,17.63,3.01,1.43,103.3,1,0,0,0,0,0.75,Synthetic
1747,Cold-Pressed Mix Edamame,Protein,Palm-sized portion,30.68,22.26,6.57,0.0,148.2,0,0,0,0,0,1.0,Synthetic
1748,Baked Bahraini Tempeh,Protein,1 medium chicken thigh,81.93,22.73,3.48,1.95,130.0,1,0,1,0,0,0.75,Synthetic
1749,Cold-Pressed Special Cod Fillet,Protein,1 egg,90.63,10.89,0.5,1.09,52.4,0,0,0,0,0,0.0,Synthetic
1750,Smoked Blend Edamame,Protein,1 egg,46.31,21.76,2.89,2.51,123.1,1,0,0,0,0,0.5,Synthetic
1751,Spiced Farm-Fresh Edamame,Protein,Palm-sized portion,62.38,14.03,14.3,0.0,184.8,0,0,0,0,1,1.0,Synthetic
1752,Homemade Farm-Fresh Chickpeas,Protein,1/2 small chicken breast,71.22,14.13,11.74,0.05,162.4,0,0,0,0,1,0.25,Synthetic
1753,Pickled Medley Beef Steak,Protein,1 medium chicken thigh,61.71,23.05,11.04,0.0,191.6,0,0,0,0,0,0.75,Synthetic
1754,Roasted Heritage Lamb Chop,Protein,1/2 small chicken breast,114.67,8.0,6.73,0.0,92.6,0,0,1,0,0,0.25,Synthetic
1755,Whole Gourmet Lamb Chop,Protein,Palm-sized portion,47.35,12.96,8.26,0.64,128.7,0,0,1,0,0,1.0,Synthetic
1756,Raw Selection Tuna Fillet,Protein,1 piece,71.11,22.57,5.38,0.62,141.2,0,0,0,0,1,0.0,Synthetic
1757,Cold-Pressed Mix Lentils,Protein,1 piece,63.56,18.5,3.09,0.35,103.2,0,0,0,0,1,0.75,Synthetic
1758,Pickled Special Tempeh,Protein,1 egg,129.82,20.23,5.61,5.33,152.7,1,0,1,0,1,0.5,Synthetic
1759,Dried Gourmet Tempeh,Protein,1/2 small chicken breast,107.65,13.57,3.13,0.45,84.2,1,0,0,0,1,0.5,Synthetic
1760,Enriched Original Tempeh,Protein,1 egg,99.62,28.53,8.46,0.0,190.3,0,0,1,0,0,1.0,Synthetic
1761,Local Blend Beef Steak,Protein,Palm-sized portion,74.08,17.66,1.81,1.42,92.6,0,0,0,0,0,0.75,Synthetic
1762,Frozen Blend Beef Steak,Protein,Palm-sized portion,104.4,22.22,3.92,0.0,124.2,0,0,0,0,1,0.0,Synthetic
1763,Local Style Cod Fillet,Protein,1 egg,144.0,10.98,4.08,0.0,80.6,0,0,0,0,0,1.0,Synthetic
1764,Reduced-Fat Blend Edamame,Protein,1 piece,69.12,24.0,0.5,0.0,100.5,1,0,0,0,0,0.5,Synthetic
1765,Cold-Pressed Gourmet Mackerel Fillet,Protein,1/2 small chicken breast,71.12,16.92,12.01,3.37,189.2,0,0,0,0,1,0.0,Synthetic
1766,Sun-Dried Arabian Lentils,Protein,1 egg,78.2,7.05,10.3,1.44,126.7,0,0,0,0,0,1.0,Synthetic
1767,Low-Fat Wild Shrimp,Protein,1 egg,87.31,11.21,6.79,3.01,118.0,1,0,0,0,0,0.5,Synthetic
1768,Frozen Blend Tempeh,Protein,1 piece,64.06,18.92,3.81,1.24,114.9,0,0,0,0,0,0.75,Synthetic
1769,Herb-Infused Farm-Fresh Lamb Chop,Protein,1 egg,93.7,17.2,2.73,0.0,93.4,0,0,0,0,1,0.75,Synthetic
1770,Raw Farm-Fresh Chicken Breast,Protein,1/2 small chicken breast,54.17,20.78,4.31,4.37,139.4,0,0,0,0,0,0.75,Synthetic
1771,Fresh Blend Egg Omelette,Protein,1 egg,98.46,3.11,11.76,0.29,119.4,1,0,0,0,0,0.5,Synthetic
1772,Fortified Medley Pork Tenderloin,Protein,1 piece,120.38,10.7,3.33,0.0,72.8,1,0,0,0,0,0.0,Synthetic
1773,Organic Variety Shrimp,Protein,1 medium chicken thigh,103.03,24.07,4.0,0.0,132.3,0,0,0,0,1,0.5,Synthetic
1774,Unsalted Blend Beef Strips,Protein,1 egg,81.34,18.68,5.02,0.0,119.9,1,0,1,0,1,1.0,Synthetic
1775,Dried Classic White Beans,Protein,1 medium chicken thigh,35.79,23.08,10.92,0.0,190.6,0,0,0,0,1,0.0,Synthetic
1776,Extra-Virgin Classic Tempeh,Protein,Palm-sized portion,95.04,31.0,9.54,1.7,216.7,0,0,0,0,1,0.75,Synthetic
1777,Plain Heritage Egg Omelette,Protein,1 medium chicken thigh,133.04,15.72,15.09,5.13,219.2,1,0,0,0,1,0.5,Synthetic
1778,Homemade Mix White Beans,Protein,1 egg,47.56,25.85,6.05,0.0,157.8,0,0,0,0,0,0.5,Synthetic
1779,Premium Blend Pork Tenderloin,Protein,1 egg,52.23,15.93,7.83,1.57,140.5,1,0,0,0,1,0.75,Synthetic
1780,Fresh Mix Chickpeas,Protein,1 piece,103.65,15.31,10.28,2.76,164.8,1,0,0,0,0,0.75,Synthetic
1781,Dried Mix Lentils,Protein,1 egg,133.33,22.96,6.33,0.0,148.8,0,0,0,0,1,1.0,Synthetic
1782,Spiced Special Turkey Slices,Protein,1/2 small chicken breast,57.09,24.67,0.5,2.58,113.5,0,0,0,0,0,0.25,Synthetic
1783,Roasted Garden Lamb Chop,Protein,1/2 small chicken breast,79.62,1.2,0.5,0.0,9.3,0,0,0,0,1,1.0,Synthetic
1784,Homemade Heritage Sardines,Protein,1 egg,120.24,19.6,2.8,0.0,103.6,0,0,1,0,0,0.0,Synthetic
1785,Fortified Special Chicken Breast,Protein,1 egg,67.35,15.59,2.43,0.0,84.2,1,0,0,0,1,0.5,Synthetic
1786,Smoked Wild Edamame,Protein,1 medium chicken thigh,115.57,19.36,2.83,0.0,102.9,0,0,0,0,0,1.0,Synthetic
1787,Homemade Traditional Tempeh,Protein,1 piece,106.97,8.78,11.78,0.0,141.1,1,0,1,0,1,0.0,Synthetic
1788,Lightly-Salted Arabian Beef Strips,Protein,1 medium chicken thigh,107.02,9.95,6.11,1.84,102.1,0,0,1,0,1,1.0,Synthetic
1789,Local Style White Beans,Protein,1 egg,64.24,15.65,0.5,0.0,67.1,0,0,0,0,1,0.25,Synthetic
1790,Whipped Blend Egg Omelette,Protein,1/2 small chicken breast,58.0,16.05,5.09,0.74,113.0,0,0,0,0,0,0.25,Synthetic
1791,Raw Bahraini Turkey Slices,Protein,1/2 small chicken breast,66.24,16.09,16.73,0.0,214.9,1,0,0,0,0,1.0,Synthetic
1792,Raw Style Beef Steak,Protein,1 medium chicken thigh,59.39,31.0,13.19,0.1,243.1,1,0,0,0,1,0.75,Synthetic
1793,Low-Fat Medley Beef Strips,Protein,Palm-sized portion,144.0,10.77,0.5,3.68,62.3,0,0,0,0,0,0.75,Synthetic
1794,Frozen Original Chicken Breast,Protein,1 egg,113.51,12.53,0.5,2.43,64.3,0,0,0,0,0,1.0,Synthetic
1795,Pickled Arabian Beef Strips,Protein,1 piece,53.04,8.18,7.74,2.81,113.6,0,0,0,0,0,0.75,Synthetic
1796,Enriched Classic Tuna Fillet,Protein,1 piece,97.74,28.35,9.48,4.01,214.8,0,0,0,0,1,1.0,Synthetic
1797,Local Traditional Chicken Breast,Protein,1/2 small chicken breast,80.24,26.51,12.39,1.31,222.8,0,0,0,0,1,0.0,Synthetic
1798,Marinated Variety Turkey Slices,Protein,1/2 small chicken breast,82.53,14.47,0.5,0.0,62.4,1,0,1,0,1,0.75,Synthetic
1799,Organic Style Beef Strips,Protein,1 piece,112.02,8.68,6.32,0.17,92.3,1,0,0,0,1,0.5,Synthetic
1800,Boiled Gourmet Mackerel Fillet,Protein,1/2 small chicken breast,103.1,14.62,5.17,0.05,105.2,1,0,1,0,0,0.0,Synthetic
1801,Steamed Variety Egg Omelette,Protein,1/2 small chicken breast,40.62,30.16,0.5,0.0,125.1,0,0,0,0,0,0.75,Synthetic
1802,Plain Original Mackerel Fillet,Protein,1 medium chicken thigh,81.66,7.65,0.5,1.63,41.6,0,0,0,0,0,1.0,Synthetic
1803,Natural Blend Turkey Slices,Protein,Palm-sized portion,118.24,9.02,0.5,0.0,40.6,0,0,0,0,1,0.0,Synthetic
1804,Whole Original Cod Fillet,Protein,1/2 small chicken breast,52.14,16.13,5.19,1.65,117.8,0,0,0,0,1,0.0,Synthetic
1805,Pickled Variety Lamb Chop,Protein,1 piece,99.0,19.42,6.82,1.62,145.5,0,0,0,0,0,0.5,Synthetic
1806,Extra-Virgin Variety Shrimp,Protein,1 egg,85.55,22.84,0.5,1.92,103.5,0,0,0,0,1,0.75,Synthetic
1807,Pickled Heritage White Beans,Protein,1 piece,49.17,21.23,0.5,4.38,106.9,1,0,0,0,1,0.0,Synthetic
1808,Marinated Traditional Pork Tenderloin,Protein,1 egg,76.1,7.08,0.92,0.19,37.4,0,0,0,0,0,1.0,Synthetic
1809,Baked Bahraini Lentils,Protein,Palm-sized portion,121.21,20.68,1.81,0.0,99.0,0,0,0,0,1,0.25,Synthetic
1810,Enriched Style Tofu,Protein,1 piece,34.33,12.54,4.46,3.76,105.3,0,0,0,0,1,0.75,Synthetic
1811,Whipped Original Shrimp,Protein,1 piece,76.2,11.74,6.73,0.0,107.5,1,0,0,0,0,0.75,Synthetic
1812,Local Bahraini Beef Strips,Protein,1 egg,50.64,2.57,7.53,0.35,79.5,0,0,0,0,0,0.0,Synthetic
1813,Roasted Traditional Edamame,Protein,Palm-sized portion,108.33,22.56,1.42,0.09,103.4,1,0,0,0,1,0.0,Synthetic
1814,High-Protein Wild Tofu,Protein,1 egg,52.94,14.11,3.41,0.0,87.1,0,0,0,0,0,0.5,Synthetic
1815,Seasonal Farm-Fresh Mackerel Fillet,Protein,1 egg,53.94,20.3,12.2,0.0,191.0,0,0,0,0,1,1.0,Synthetic
1816,Pickled Traditional Tofu,Protein,1 piece,96.44,26.78,0.5,0.0,111.6,1,0,0,0,0,0.75,Synthetic
1817,Whole Premium Mackerel Fillet,Protein,1/2 small chicken breast,85.32,12.09,5.42,1.66,103.8,0,0,0,0,1,1.0,Synthetic
1818,Dried Medley Edamame,Protein,Palm-sized portion,43.03,18.0,5.49,0.0,121.4,0,0,0,0,0,0.0,Synthetic
1819,Baked Arabian Tofu,Protein,1 piece,70.56,10.27,7.13,1.36,110.7,1,0,1,0,0,0.75,Synthetic
1820,Smoked Gourmet Egg Omelette,Protein,1 egg,100.9,21.08,6.16,0.0,139.8,0,0,1,0,1,0.5,Synthetic
1821,Grilled Selection Salmon Fillet,Protein,1/2 small chicken breast,81.04,17.87,9.62,0.93,161.8,0,0,0,0,0,0.0,Synthetic
1822,Seasonal Premium Turkey Slices,Protein,Palm-sized portion,22.28,12.63,9.57,0.0,136.7,0,0,0,0,0,0.0,Synthetic
1823,Roasted Selection Cod Fillet,Protein,1 piece,42.65,17.77,11.38,1.24,178.5,1,0,1,0,1,0.5,Synthetic
1824,Homemade Style Tofu,Protein,1 medium chicken thigh,108.13,20.35,6.48,0.0,139.7,1,0,0,0,1,0.5,Synthetic
1825,Whipped Medley Tempeh,Protein,Palm-sized portion,112.3,13.16,3.63,0.98,89.2,0,0,1,0,0,0.5,Synthetic
1826,Premium Variety Tofu,Protein,1 medium chicken thigh,61.2,7.95,6.5,0.56,92.5,0,0,0,0,0,0.0,Synthetic
1827,Fresh Farm-Fresh Salmon Fillet,Protein,1 piece,46.25,22.06,7.71,0.83,160.9,1,0,0,0,0,0.5,Synthetic
1828,Frozen Selection Tuna Fillet,Protein,1 medium chicken thigh,46.28,23.21,9.2,2.73,186.6,0,0,0,0,1,0.25,Synthetic
1829,Raw Style Tuna Fillet,Protein,1 medium chicken thigh,70.47,26.37,0.5,0.43,111.7,1,0,0,0,0,0.0,Synthetic
1830,Reduced-Fat Heritage Beef Strips,Protein,1 medium chicken thigh,47.39,18.22,2.56,0.53,98.0,1,0,0,0,0,1.0,Synthetic
1831,Pickled Special Mackerel Fillet,Protein,1 piece,56.3,24.5,13.81,3.16,234.9,1,0,0,0,1,0.5,Synthetic
1832,Roasted Premium Salmon Fillet,Protein,Palm-sized portion,127.66,12.85,6.66,1.11,115.8,1,0,0,0,0,0.25,Synthetic
1833,Herb-Infused Arabian White Beans,Protein,1 piece,71.31,13.22,3.31,0.0,82.7,0,0,0,0,1,0.75,Synthetic
1834,Plain Wild Turkey Slices,Protein,1 medium chicken thigh,134.24,8.25,3.99,0.0,68.9,1,0,0,0,0,0.0,Synthetic
1835,Sun-Dried Original Chicken Breast,Protein,1 egg,79.13,19.1,0.5,0.03,81.0,1,0,0,0,1,0.5,Synthetic
1836,Frozen Selection Pork Tenderloin,Protein,Palm-sized portion,72.96,24.62,5.32,3.98,162.3,0,0,0,0,0,1.0,Synthetic
1837,Zero-Fat Medley Turkey Slices,Protein,1 medium chicken thigh,117.6,16.8,0.5,4.32,89.0,0,0,0,0,0,0.5,Synthetic
1838,Local Mix Tuna Fillet,Protein,1 piece,42.28,26.64,5.27,2.76,165.0,1,0,0,0,0,1.0,Synthetic
1839,Raw Style Lentils,Protein,Palm-sized portion,136.27,31.0,14.14,0.0,251.3,0,0,0,0,1,1.0,Synthetic
1840,Reduced-Fat Bahraini Edamame,Protein,1 egg,88.19,23.25,2.28,0.0,113.5,1,0,0,0,0,0.5,Synthetic
1841,Local Garden Lamb Chop,Protein,Palm-sized portion,41.97,20.76,7.75,0.0,152.8,0,0,0,0,1,0.75,Synthetic
1842,Premium Arabian Turkey Slices,Protein,Palm-sized portion,81.09,20.86,3.12,0.97,115.4,1,0,0,0,0,0.25,Synthetic
1843,Smoked Bahraini Tempeh,Protein,Palm-sized portion,55.05,14.89,11.02,2.29,167.9,1,0,0,0,1,0.0,Synthetic
1844,Reduced-Fat Heritage Shrimp,Protein,Palm-sized portion,81.14,9.81,2.9,2.15,73.9,1,0,0,0,0,0.75,Synthetic
1845,Sun-Dried Style Turkey Slices,Protein,1 egg,95.99,14.11,0.65,0.0,62.3,1,0,0,0,0,0.0,Synthetic
1846,Local Arabian Cod Fillet,Protein,1/2 small chicken breast,105.56,7.1,10.43,2.33,131.6,1,0,0,0,0,0.75,Synthetic
1847,Organic Arabian Tofu,Protein,1 medium chicken thigh,98.52,15.49,11.58,0.0,166.2,1,0,1,0,1,0.25,Synthetic
1848,Reduced-Fat Gourmet Beef Strips,Protein,1/2 small chicken breast,79.08,3.92,7.99,4.28,104.7,1,0,0,0,0,0.0,Synthetic
1849,Natural Arabian Edamame,Protein,1 egg,87.75,28.52,2.9,1.61,146.6,1,0,1,0,1,0.75,Synthetic
1850,Zero-Fat Wild Sardines,Protein,1 piece,99.78,31.0,5.94,1.01,181.5,1,0,0,0,0,0.0,Synthetic
1851,Enriched Arabian Shrimp,Protein,1/2 small chicken breast,121.2,22.75,0.5,0.0,95.5,0,0,1,0,0,1.0,Synthetic
1852,High-Protein Bahraini Chickpeas,Protein,Palm-sized portion,66.31,17.02,7.75,0.0,137.8,1,0,0,0,0,0.0,Synthetic
1853,Whole Garden Chickpeas,Protein,Palm-sized portion,98.67,15.1,3.32,1.24,95.2,0,0,1,0,0,0.25,Synthetic
1854,Fresh Classic White Beans,Protein,1 medium chicken thigh,69.87,5.17,2.38,0.0,42.1,1,0,0,0,0,0.75,Synthetic
1855,Natural Original Sardines,Protein,Palm-sized portion,80.11,12.91,6.98,0.0,114.5,0,0,0,0,0,1.0,Synthetic
1856,Whole Gourmet White Beans,Protein,1 medium chicken thigh,110.41,14.0,1.53,0.0,69.8,0,0,1,0,0,1.0,Synthetic
1857,Baked Special Edamame,Protein,1 medium chicken thigh,73.0,24.12,4.89,3.9,156.1,1,0,0,0,1,0.75,Synthetic
1858,Natural Blend Tofu,Protein,1/2 small chicken breast,111.01,14.2,6.55,0.22,116.6,1,0,0,0,0,0.25,Synthetic
1859,Organic Style Black Beans,Protein,1 piece,117.48,17.24,6.06,0.0,123.5,1,0,0,0,0,1.0,Synthetic
1860,Cold-Pressed Medley Chicken Breast,Protein,Palm-sized portion,51.23,21.87,10.5,0.74,184.9,0,0,0,0,1,0.5,Synthetic
1861,Natural Original Chicken Breast,Protein,1 medium chicken thigh,110.45,27.48,0.67,2.49,125.9,0,0,0,0,1,0.75,Synthetic
1862,Lightly-Salted Medley Lentils,Protein,1/2 small chicken breast,83.9,21.6,9.27,0.38,171.3,0,0,0,0,1,0.0,Synthetic
1863,Marinated Medley Black Beans,Protein,1/2 small chicken breast,73.13,9.24,6.19,3.25,105.7,0,0,0,0,0,0.25,Synthetic
1864,Plain Mix Chickpeas,Protein,1 medium chicken thigh,65.66,28.34,8.85,0.66,195.6,1,0,0,0,0,1.0,Synthetic
1865,Pickled Selection Turkey Slices,Protein,Palm-sized portion,111.49,31.0,0.5,0.45,130.3,1,0,0,0,0,1.0,Synthetic
1866,Grilled Classic Tuna Fillet,Protein,1 medium chicken thigh,115.68,25.0,12.34,0.06,211.3,1,0,0,0,1,1.0,Synthetic
1867,Smoked Medley Edamame,Protein,1/2 small chicken breast,99.61,16.85,4.1,2.7,115.1,0,0,0,0,1,0.25,Synthetic
1868,Low-Fat Gourmet Turkey Slices,Protein,1/2 small chicken breast,69.58,20.5,5.95,2.12,144.0,1,0,0,0,1,0.75,Synthetic
1869,Sun-Dried Blend Beef Steak,Protein,1/2 small chicken breast,78.83,15.18,8.99,5.09,162.0,0,0,0,0,1,0.25,Synthetic
1870,Dried Heritage Sardines,Protein,Palm-sized portion,36.43,16.11,0.5,0.94,72.7,0,0,0,0,0,0.0,Synthetic
1871,Extra-Virgin Style Egg Omelette,Protein,Palm-sized portion,81.53,19.46,0.72,0.09,84.7,0,0,0,0,0,0.0,Synthetic
1872,Unsalted Classic Beef Steak,Protein,1 egg,61.67,11.4,2.37,2.09,75.3,0,0,0,0,0,1.0,Synthetic
1873,Roasted Selection Lamb Chop,Protein,1 egg,92.37,17.35,0.5,2.03,82.0,0,0,0,0,0,0.25,Synthetic
1874,Plain Original Shrimp,Protein,1 piece,121.06,19.98,6.0,0.0,133.9,1,0,0,0,0,0.0,Synthetic
1875,Natural Traditional Chickpeas,Protein,1 piece,51.36,25.36,0.5,1.61,112.4,1,0,0,0,1,1.0,Synthetic
1876,Dried Garden Lentils,Protein,1 egg,57.71,14.02,9.6,0.25,143.5,0,0,0,0,1,0.75,Synthetic
1877,Fresh Style Beef Steak,Protein,Palm-sized portion,60.24,1.2,9.15,2.27,96.2,0,0,0,0,0,0.75,Synthetic
1878,Fresh Special Chickpeas,Protein,1 piece,55.02,19.97,0.96,0.28,89.6,1,0,0,0,0,0.0,Synthetic
1879,Reduced-Fat Medley Tofu,Protein,Palm-sized portion,84.03,23.71,0.5,1.65,105.9,0,0,0,0,1,0.75,Synthetic
1880,Dried Gourmet Black Beans,Protein,Palm-sized portion,77.6,12.9,11.21,0.6,154.9,1,0,1,0,0,0.0,Synthetic
1881,Smoked Selection Pork Tenderloin,Protein,1 medium chicken thigh,43.7,16.03,4.4,1.8,110.9,0,0,0,0,0,1.0,Synthetic
1882,Enriched Style Tuna Fillet,Protein,1 piece,71.1,19.71,9.41,1.17,168.2,0,0,0,0,1,0.0,Synthetic
1883,Boiled Traditional Tempeh,Protein,1/2 small chicken breast,132.31,7.68,9.2,1.12,118.0,0,0,0,0,1,0.75,Synthetic
1884,Natural Gourmet Lentils,Protein,1 medium chicken thigh,77.85,13.57,4.19,1.32,97.3,1,0,0,0,1,0.5,Synthetic
1885,Grilled Wild Edamame,Protein,1/2 small chicken breast,97.56,13.03,5.45,1.94,108.9,1,0,1,0,1,0.0,Synthetic
1886,Reduced-Fat Garden Turkey Slices,Protein,1 medium chicken thigh,58.47,20.24,8.32,4.25,172.8,0,0,0,0,1,0.75,Synthetic
